image,label,frame_id,group_id,split,electric_bicycle,person,bicycle,motorcycle
images/train/frame_2120.jpg,labels/train/frame_2120.txt,2120,3,train,0,0,0,0
images/train/frame_2130.jpg,labels/train/frame_2130.txt,2130,3,train,0,0,0,0
images/train/frame_2140.jpg,labels/train/frame_2140.txt,2140,3,train,0,0,0,0
images/train/frame_2150.jpg,labels/train/frame_2150.txt,2150,3,train,0,0,0,0
images/train/frame_2160.jpg,labels/train/frame_2160.txt,2160,3,train,0,0,0,0
images/train/frame_2170.jpg,labels/train/frame_2170.txt,2170,3,train,0,1,0,0
images/train/frame_2180.jpg,labels/train/frame_2180.txt,2180,3,train,0,1,0,0
images/train/frame_2190.jpg,labels/train/frame_2190.txt,2190,3,train,0,0,0,0
images/train/frame_2200.jpg,labels/train/frame_2200.txt,2200,3,train,0,0,0,0
images/train/frame_2210.jpg,labels/train/frame_2210.txt,2210,3,train,0,0,0,0
images/train/frame_2220.jpg,labels/train/frame_2220.txt,2220,3,train,0,0,0,0
images/train/frame_2230.jpg,labels/train/frame_2230.txt,2230,3,train,0,0,0,0
images/train/frame_2240.jpg,labels/train/frame_2240.txt,2240,3,train,0,0,0,0
images/train/frame_2250.jpg,labels/train/frame_2250.txt,2250,3,train,0,0,0,0
images/train/frame_2260.jpg,labels/train/frame_2260.txt,2260,3,train,0,0,0,0
images/train/frame_2270.jpg,labels/train/frame_2270.txt,2270,3,train,0,0,0,0
images/train/frame_2280.jpg,labels/train/frame_2280.txt,2280,3,train,0,0,0,0
images/train/frame_2290.jpg,labels/train/frame_2290.txt,2290,3,train,0,0,0,0
images/train/frame_2300.jpg,labels/train/frame_2300.txt,2300,3,train,0,0,0,0
images/train/frame_2310.jpg,labels/train/frame_2310.txt,2310,3,train,0,0,0,0
images/train/frame_2320.jpg,labels/train/frame_2320.txt,2320,3,train,0,0,0,0
images/train/frame_2330.jpg,labels/train/frame_2330.txt,2330,3,train,0,0,0,0
images/train/frame_2340.jpg,labels/train/frame_2340.txt,2340,3,train,0,0,0,0
images/val/frame_2360.jpg,labels/val/frame_2360.txt,2360,4,val,0,0,0,0
images/val/frame_2370.jpg,labels/val/frame_2370.txt,2370,4,val,0,0,0,0
images/test/frame_2490.jpg,labels/test/frame_2490.txt,2490,5,test,0,0,0,0
images/test/frame_2500.jpg,labels/test/frame_2500.txt,2500,5,test,0,0,0,0
images/test/frame_2510.jpg,labels/test/frame_2510.txt,2510,5,test,0,0,0,0
images/test/frame_2520.jpg,labels/test/frame_2520.txt,2520,5,test,0,0,0,0
images/test/frame_2530.jpg,labels/test/frame_2530.txt,2530,5,test,0,0,0,0
images/test/frame_2540.jpg,labels/test/frame_2540.txt,2540,5,test,0,0,0,0
images/test/frame_2550.jpg,labels/test/frame_2550.txt,2550,5,test,0,0,0,0
images/test/frame_2560.jpg,labels/test/frame_2560.txt,2560,5,test,0,0,0,0
images/test/frame_2570.jpg,labels/test/frame_2570.txt,2570,5,test,0,0,0,0
images/test/frame_2580.jpg,labels/test/frame_2580.txt,2580,5,test,0,0,0,0
images/test/frame_2590.jpg,labels/test/frame_2590.txt,2590,5,test,0,0,0,0
images/test/frame_2600.jpg,labels/test/frame_2600.txt,2600,5,test,0,0,0,0
images/test/frame_2610.jpg,labels/test/frame_2610.txt,2610,5,test,0,0,0,0
images/test/frame_2620.jpg,labels/test/frame_2620.txt,2620,5,test,0,0,0,0
images/test/frame_2630.jpg,labels/test/frame_2630.txt,2630,5,test,0,0,0,0
images/test/frame_2640.jpg,labels/test/frame_2640.txt,2640,5,test,0,0,0,0
images/test/frame_2650.jpg,labels/test/frame_2650.txt,2650,5,test,0,0,0,0
images/test/frame_2660.jpg,labels/test/frame_2660.txt,2660,5,test,0,0,0,0
images/test/frame_2670.jpg,labels/test/frame_2670.txt,2670,5,test,0,0,0,0
images/test/frame_2680.jpg,labels/test/frame_2680.txt,2680,5,test,0,0,0,0
images/test/frame_2690.jpg,labels/test/frame_2690.txt,2690,5,test,0,0,0,0
images/test/frame_2700.jpg,labels/test/frame_2700.txt,2700,5,test,0,0,0,0
images/test/frame_2710.jpg,labels/test/frame_2710.txt,2710,5,test,0,0,0,0
images/test/frame_2730.jpg,labels/test/frame_2730.txt,2730,6,test,0,0,0,0
images/test/frame_2740.jpg,labels/test/frame_2740.txt,2740,6,test,0,0,0,0
images/test/frame_2750.jpg,labels/test/frame_2750.txt,2750,6,test,0,0,0,0
images/train/frame_2770.jpg,labels/train/frame_2770.txt,2770,7,train,0,0,0,0
images/train/frame_2780.jpg,labels/train/frame_2780.txt,2780,7,train,0,0,0,0
images/train/frame_2790.jpg,labels/train/frame_2790.txt,2790,7,train,0,0,0,0
images/train/frame_2800.jpg,labels/train/frame_2800.txt,2800,7,train,0,0,0,0
images/train/frame_2810.jpg,labels/train/frame_2810.txt,2810,7,train,0,0,0,0
images/train/frame_2820.jpg,labels/train/frame_2820.txt,2820,7,train,0,0,0,0
images/train/frame_2850.jpg,labels/train/frame_2850.txt,2850,8,train,0,0,0,0
images/train/frame_2860.jpg,labels/train/frame_2860.txt,2860,8,train,0,0,0,0
images/train/frame_2870.jpg,labels/train/frame_2870.txt,2870,8,train,0,0,0,0
images/train/frame_2880.jpg,labels/train/frame_2880.txt,2880,8,train,0,0,0,0
images/train/frame_2890.jpg,labels/train/frame_2890.txt,2890,8,train,0,0,0,0
images/train/frame_2900.jpg,labels/train/frame_2900.txt,2900,8,train,0,1,0,0
images/train/frame_2910.jpg,labels/train/frame_2910.txt,2910,8,train,0,1,0,0
images/train/frame_2920.jpg,labels/train/frame_2920.txt,2920,8,train,0,1,0,0
images/train/frame_2930.jpg,labels/train/frame_2930.txt,2930,8,train,0,1,0,0
images/train/frame_2940.jpg,labels/train/frame_2940.txt,2940,8,train,0,0,0,0
images/train/frame_2950.jpg,labels/train/frame_2950.txt,2950,8,train,0,0,0,0
images/train/frame_2960.jpg,labels/train/frame_2960.txt,2960,8,train,0,0,0,0
images/train/frame_2970.jpg,labels/train/frame_2970.txt,2970,8,train,0,0,0,0
images/train/frame_2980.jpg,labels/train/frame_2980.txt,2980,8,train,0,0,0,0
images/train/frame_2990.jpg,labels/train/frame_2990.txt,2990,8,train,0,0,0,0
images/train/frame_3000.jpg,labels/train/frame_3000.txt,3000,8,train,0,0,0,0
images/train/frame_3010.jpg,labels/train/frame_3010.txt,3010,8,train,0,1,0,0
images/train/frame_3020.jpg,labels/train/frame_3020.txt,3020,8,train,0,1,0,0
images/train/frame_3030.jpg,labels/train/frame_3030.txt,3030,8,train,0,1,0,0
images/train/frame_3040.jpg,labels/train/frame_3040.txt,3040,8,train,0,1,0,0
images/train/frame_3050.jpg,labels/train/frame_3050.txt,3050,8,train,0,1,0,0
images/train/frame_3060.jpg,labels/train/frame_3060.txt,3060,8,train,0,1,0,0
images/train/frame_3070.jpg,labels/train/frame_3070.txt,3070,8,train,0,1,0,0
images/train/frame_3080.jpg,labels/train/frame_3080.txt,3080,8,train,0,0,0,0
images/train/frame_3090.jpg,labels/train/frame_3090.txt,3090,8,train,0,0,0,0
images/train/frame_3100.jpg,labels/train/frame_3100.txt,3100,8,train,0,0,0,0
images/train/frame_3110.jpg,labels/train/frame_3110.txt,3110,8,train,0,0,0,0
images/train/frame_3120.jpg,labels/train/frame_3120.txt,3120,8,train,0,0,0,0
images/train/frame_3130.jpg,labels/train/frame_3130.txt,3130,8,train,0,0,0,0
images/train/frame_3140.jpg,labels/train/frame_3140.txt,3140,8,train,0,0,0,0
images/train/frame_3150.jpg,labels/train/frame_3150.txt,3150,8,train,0,0,0,0
images/train/frame_3160.jpg,labels/train/frame_3160.txt,3160,8,train,0,0,0,0
images/train/frame_3170.jpg,labels/train/frame_3170.txt,3170,8,train,0,0,0,0
images/train/frame_3180.jpg,labels/train/frame_3180.txt,3180,8,train,0,0,0,0
images/train/frame_3190.jpg,labels/train/frame_3190.txt,3190,8,train,0,0,0,0
images/train/frame_3200.jpg,labels/train/frame_3200.txt,3200,8,train,0,0,0,0
images/train/frame_3210.jpg,labels/train/frame_3210.txt,3210,8,train,0,0,0,0
images/train/frame_3220.jpg,labels/train/frame_3220.txt,3220,8,train,0,0,0,0
images/train/frame_3230.jpg,labels/train/frame_3230.txt,3230,8,train,0,0,0,0
images/train/frame_3240.jpg,labels/train/frame_3240.txt,3240,8,train,0,0,0,0
images/train/frame_3250.jpg,labels/train/frame_3250.txt,3250,8,train,0,0,0,0
images/train/frame_3260.jpg,labels/train/frame_3260.txt,3260,8,train,0,0,0,0
images/train/frame_3270.jpg,labels/train/frame_3270.txt,3270,8,train,0,0,0,0
images/train/frame_3280.jpg,labels/train/frame_3280.txt,3280,8,train,0,0,0,0
images/train/frame_3290.jpg,labels/train/frame_3290.txt,3290,8,train,0,0,0,0
images/train/frame_3300.jpg,labels/train/frame_3300.txt,3300,8,train,0,0,0,0
images/train/frame_3310.jpg,labels/train/frame_3310.txt,3310,8,train,0,1,0,0
images/train/frame_3320.jpg,labels/train/frame_3320.txt,3320,8,train,0,1,0,0
images/train/frame_3330.jpg,labels/train/frame_3330.txt,3330,8,train,0,1,0,0
images/train/frame_3340.jpg,labels/train/frame_3340.txt,3340,8,train,0,1,0,0
images/train/frame_3350.jpg,labels/train/frame_3350.txt,3350,8,train,0,1,0,0
images/train/frame_3360.jpg,labels/train/frame_3360.txt,3360,8,train,0,1,0,0
images/train/frame_3370.jpg,labels/train/frame_3370.txt,3370,8,train,0,1,0,0
images/train/frame_3380.jpg,labels/train/frame_3380.txt,3380,8,train,0,1,0,0
images/train/frame_3390.jpg,labels/train/frame_3390.txt,3390,8,train,0,1,0,0
images/train/frame_3400.jpg,labels/train/frame_3400.txt,3400,8,train,0,1,0,0
images/train/frame_3410.jpg,labels/train/frame_3410.txt,3410,8,train,0,1,0,0
images/train/frame_3420.jpg,labels/train/frame_3420.txt,3420,8,train,0,1,0,0
images/train/frame_3430.jpg,labels/train/frame_3430.txt,3430,8,train,0,0,0,0
images/train/frame_3440.jpg,labels/train/frame_3440.txt,3440,8,train,0,0,0,0
images/train/frame_3450.jpg,labels/train/frame_3450.txt,3450,8,train,0,0,0,0
images/train/frame_3460.jpg,labels/train/frame_3460.txt,3460,8,train,0,0,0,0
images/train/frame_3470.jpg,labels/train/frame_3470.txt,3470,8,train,0,0,0,0
images/train/frame_3480.jpg,labels/train/frame_3480.txt,3480,8,train,0,0,0,0
images/train/frame_3490.jpg,labels/train/frame_3490.txt,3490,8,train,0,0,0,0
images/train/frame_3500.jpg,labels/train/frame_3500.txt,3500,8,train,0,0,0,0
images/train/frame_3510.jpg,labels/train/frame_3510.txt,3510,8,train,0,0,1,0
images/train/frame_3520.jpg,labels/train/frame_3520.txt,3520,8,train,0,0,1,0
images/train/frame_3530.jpg,labels/train/frame_3530.txt,3530,8,train,0,0,0,0
images/train/frame_3540.jpg,labels/train/frame_3540.txt,3540,8,train,0,0,0,0
images/train/frame_3550.jpg,labels/train/frame_3550.txt,3550,8,train,0,0,1,0
images/train/frame_3560.jpg,labels/train/frame_3560.txt,3560,8,train,0,0,0,0
images/train/frame_3570.jpg,labels/train/frame_3570.txt,3570,8,train,0,0,0,0
images/train/frame_3580.jpg,labels/train/frame_3580.txt,3580,8,train,0,0,0,0
images/train/frame_3590.jpg,labels/train/frame_3590.txt,3590,8,train,0,0,0,0
images/train/frame_3600.jpg,labels/train/frame_3600.txt,3600,8,train,0,0,0,0
images/train/frame_3610.jpg,labels/train/frame_3610.txt,3610,8,train,0,2,0,0
images/train/frame_3620.jpg,labels/train/frame_3620.txt,3620,8,train,0,2,0,0
images/train/frame_3630.jpg,labels/train/frame_3630.txt,3630,8,train,0,2,0,0
images/train/frame_3640.jpg,labels/train/frame_3640.txt,3640,8,train,0,0,0,0
